Account Owner (ID),Address / Address 1,Address / Address 2,Address / City,Address / State,Address / Country,Address / Post Code,ARR / Amount,ARR / Currency,Creation date,Domain Name / Link URL,Domain Name / Link Label,Domain Name / Secondary Links,Employees,Id,ICP,Linkedin / Link URL,Linkedin / Link Label,Linkedin / Secondary Links,Name,Last update,X / Link URL,X / Link Label,X / Secondary Links
,Moradabad,,,,,,,INR,2024-06-06T13:31:42.000Z,,,[],,6c3c2ed4-8560-4bd1-9c20-24d483257a4e,true,,,[],Mr. Ram Gopal,2024-06-06T13:31:42.000Z,,,[]
,,,,,,,,INR,2024-05-21T18:34:06.000Z,https://gmail.com,gmail.com,[],,acef757b-fdbf-4a98-821d-7b61fd4a05a9,true,,,[],Mr. Rao,2024-05-21T18:42:18.000Z,,,[]
,"CHIKHALI GHAT, CHIKHALI SHRIGONDA,",,AHAMADNAGAR,Maharashtra,India,,,INR,2024-05-06T11:34:55.000Z,,,[],,6024f565-df78-4d04-ab4c-5420aca3a4b9,true,,,[],Mr. Sachin Ambhore,2024-05-14T15:30:54.000Z,,,[]
,,,,,,,,INR,2024-08-20T11:30:56.000Z,,,[],,c2068822-4953-412e-8276-e6fd80cd37fa,true,,,[],Mr. SARVMEET,2024-08-20T11:30:56.000Z,,,[]
,Nazafgarh,,,,,,,INR,2024-06-15T13:26:50.000Z,,,[],,fd4fb64b-667d-4984-84ae-dd61d95f5c41,true,,,[],Mr. Satyendra Kumar Phogat,2024-06-15T13:26:50.000Z,,,[]
,,,,,,,,INR,2024-04-22T13:44:19.000Z,,,[],,93f2fd9b-0e4e-46f6-9d0f-fbc2e55cd52a,true,,,[],Mr. Siddique,2024-05-27T13:41:24.000Z,,,[]
,,,,,,,,INR,2025-06-26T11:52:04.000Z,,,[],,5b1a0c30-3865-4210-b44c-a9fdfaae9f08,true,,,[],Mr. Sumit Tomar,2025-06-26T11:52:04.000Z,,,[]
,,,,,,,,INR,2025-06-12T13:27:39.000Z,https://nacof-india.com,nacof-india.com,[],,f1686a98-5246-4b1f-8030-8dc14b9333a9,true,,,[],NACOF,2025-06-12T13:27:39.000Z,,,[]
,,,,,,,,INR,2025-06-18T13:15:43.000Z,,,[],,0730cf74-6326-4944-94a9-6f5bfae1a98b,true,,,[],"National Medical Counselling, Dwarka",2025-06-18T13:15:43.000Z,,,[]
,,,,,,,,INR,2023-05-01T16:49:06.000Z,,,[],,8cd91376-e932-4980-a9e3-767819bf442c,true,,,[],NBCC,2024-05-01T18:09:39.000Z,,,[]
